"CODIGO
ALMACEN","NOMBRE
 CONTENEDOR",CIUDAD,PROYECTO/OBRA,"UNIDAD
 DE NEGOCIO",FAMILIA,SUBFAMILIA,IMPORTANCIA,"CODIGO
 ARTICULO","NOMBRE
 ARTICULO","NOMBRE ARTICULO
 PROVEEDOR",PROVEEDOR,"CODIGO ARTICULO
 PROVEEDOR",PRECIO PROVEEDOR,"COSTE
SOLUCIONES",PRECIO VENTA SOLUCIONES,IMPUTACIÓN TRANSPORTE,% IMPUTACIÓN TRANSPORTE,PRECIO VENTA + ENVÍO SOLUCIONES,TIPO DE CAMBIO EURO-DÓLAR,COSTE COMPRA DE SAEMA,COSTE DE SAEMA,"PRECIO 
UNITARIO","PRECIO 
COMPETENCIA",UNIDAD METRICA,"UD 
STOCK",CANTIDAD PENDIENTE DE SERVIR,"Calificación valor A, B o C","FACTOR
 MODIFICADOR
 VALOR","VALOR STOCK
DDP",ORIGEN DATOS,COSTE CONTENEDOR,COSTE FLETE,COSTE SEGURO,VOLUMEN (m3),UNIDAD MEDIDA VOLUMEN,% VOLUMEN UNITARIO,VOLUMEN BULTO(m3),UNIDADES POR BULTO,VOLUMEN TOTAL CARGA ENVIO (m3),COSTE ENVIO DE CADA m3
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000568,Apoyo celosía C2000/12,,,,,,878 €,,,"1.006,1 €","1,40",1.409 USD,1.690 USD,2.113 USD,,UNIDAD,5,,,1,8.451 USD,FRA. 9.058.09,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000569,Apoyo celosía C1000/12,,,,,,631 €,,,723 €,"1,40",1.012 USD,1.215 USD,1.518 USD,,UNIDAD,2,,,1,2.429 USD,FRA. 9.058.09,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000570,Apoyo celosía C1000/14,,,,,,746 €,,,855 €,"1,40",1.197 USD,1.436 USD,1.795 USD,,UNIDAD,1,,,1,1.436 USD,FRA. 9.058.09,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,IP,IP POSTES,A,0000000572,Poste IP completo 8m Brazo 2m,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,92,,,1,0 USD,,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,IP,IP POSTES,A,0000000573,Poste IP 8m 2 brazos,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,37,,,1,0 USD,,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,IP,IP POSTES,A,0000000574,Poste IP 8m 3 brazos,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,10,,,1,0 USD,,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000571,Apoyo celosía C500/14,,,,,,882 €,,,1.011 €,"1,40",1.415 USD,1.698 USD,2.122 USD,,UNIDAD,44,,,1,74.709 USD,FRA. 9.058.09,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000575,Apoyo  tubular de chapa JB 630/11 P,,,,,,889 €,,,"1.018,7 €","1,40",1.426 USD,1.711 USD,2.139 USD,,UNIDAD,17,,,1,29.094 USD,FRA. 9.058.09,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000576,Apoyo JB 20M 14,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,27,,,1,0 USD,,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000577,Apoyo CA RC 2,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,1,0 USD,,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000578,Apoyo tubular de chapa  JB 400/11A,,,,,,702 €,,,804 €,"1,40",1.126 USD,1.351 USD,1.689 USD,,UNIDAD,4,,,1,5.406 USD,FRA. 9.058.09,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000579,Apoyo tubular de chapa  JB 800/11,,,,,,1.033 €,,,1.184 €,"1,40",1.657 USD,1.989 USD,2.486 USD,,UNIDAD,2,,,1,3.977 USD,FRA. 9.058.09,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000580,Apoyo tubular de chapa  JB 1600/11,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,5,,,1,0 USD,,,,,,m3,,,,,
S/N,NOWU - 304178 - 6,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000005,Cable LA - 110 (m),,,,,,"1,29 €","0,18 €","14,20%","1,47 €","1,40",2 USD,2 USD,"3,09 USD",,METRO,30000,,,1,74.251 USD,FRA. 12.030.12,1.613 €,3.661 €,220 €,"0,001",m3,"0,003%","1,290",2.500,"15,47","355,10 €"
,,,,,,,,0000000480,Bomba Pozo 10 modelo SP 252 - B/2 con motor 8 100CV,,Saltoki,0599930031,,"9.500,00 €",,,,,,,,,,,,,,,,Pedido 14_055,,,,,,,,,,
,,,,,,,,0000000600,Contactor modular 40A  4NA 230/240 VCA,,Saltoki,6800510044,,"77,14 €",,,,,,,,,,,,,,,,Pedido 14_180,,,,,,,,,,
,,,,,,,,0000000601,Cinta Embalar  Axton 66MX50MM Transparente,,Leroy Merlin,14942585,,"1,69 €",,,,,,,,,,,,,,,,Pedido 14_177,,,,,,,,,,
,,,,,,,,0000000602,Cinta Embalar Economica 66Mx55MM Marron,,Leroy Merlin,15116731,,"1,09 €",,,,,,,,,,,,,,,,Pedido 14_176,,,,,,,,,,
,,,,,,,,0000000603,Interruptor Conmutador nivel horizontal cable 500cm,,Saltoki,0334075430,,"11,55 €",,,,,,,,,,,,,,,,Pedido 14_174,,,,,,,,,,
,,,,,,,,0000000604,Caja 100 Tacos Nylon BSX 10x54 4 segmentos,,Saltoki,5150000010,,"4,53 €",,,,,,,,,,,,,,,,Pedido 14_181,,,,,,,,,,
,,,,,,,,0000000605,Diferencial IDD 4/40/300MA clase AC,,Saltoki,6755051444,,"69,85 €",,,,,,,,,,,,,,,,Pedido 14_180,,,,,,,,,,
,,,,,,,,0000000606,Enlace junta plana pvc serie lisa 110,,Saltoki,1801011900,,"11,96 €",,,,,,,,,,,,,,,,Pedido 14_174,,,,,,,,,,
,,,,,,,,0000000607,Enlace junta plana pvc serie lisa 50,,Saltoki,1801005900,,"1,56 €",,,,,,,,,,,,,,,,Pedido 14_174,,,,,,,,,,
,,,,,,,,0000000608,Enlace junta plana pvc serie lisa 63,,Saltoki,1801006900,,"2,28 €",,,,,,,,,,,,,,,,Pedido 14_174,,,,,,,,,,
,,,,,,,,0000000609,Enlace junta plana pvc serie lisa 75,,Saltoki,1801007900,,"6,50 €",,,,,,,,,,,,,,,,Pedido 14_174,,,,,,,,,,
,,,,,,,,0000000610,"Bomba multicelular CVM BM-23 1,7KW 2,3CV 1x230V",,Saltoki,0592505623,,"158,84 €",,,,,,,,,,,,,,,,Pedido 14_167,,,,,,,,,,
,,,,,,,,0000000611,"Tuberia PVC-O C500 TOM DN110 PN16,5 5,95M",,Molecor,TOM11016B,,"21,06 €",,,,,,,,,,,,,,,,Pedido 14_166,,,,,,,,,,
,,,,,,,,0000000612,Actuador electrico valvula 3 vías J3 H85,,Vaysa,02010019,,"358,28 €",,,,,,,,,,,,,,,,Pedido 14_159,,,,,,,,,,
,,,,,,,,0000000613,"Agitador RPP/0,16/950/800/22/120",,Rona,20/ARP800-M,,"263,50 €",,,,,,,,,,,,,,,,Pedido 14_158,,,,,,,,,,
,,,,,,,,0000000614,ML Tubo cobre 35,,Saltoki,1250000235,,"6,29 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000615,Manguito 270 cobre 35,,Saltoki,1251535270,,"1,56 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000616,Curva 002-90 HH Cobre 35,,Saltoki,1251535002,,"2,98 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000617,Valvula retencion York 11/2,,Saltoki,2054000006,,"7,06 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000618,Valvula Tuller Palanca HH1 PN30,,Saltoki,2050000004,,"6,24 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000619,Entronque H 270G Bronce35x11/4,,Saltoki,1254035270,,"4,25 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000620,Reducción 241 Laton 11/4x1,,Saltoki,1255097054,,"1,50 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000621,Entronque M 243G Bronce 35x11/4,,Saltoki,1254035244,,"3,84 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000622,Manguito Laton reducido HH 240 11/2x11/4,,Saltoki,1255097565,,"2,54 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000623,Rosca doble 280 Laton 11/2,,Saltoki,1255006280,,"3,03 €",,,,,,,,,,,,,,,,Pedido 14_154,,,,,,,,,,
,,,,,,,,0000000624,Te 130-90 bronce 11/2,,Saltoki,1254006130,,"12,03 €",,,,,,,,,,,,,,,,Pedido 14_153,,,,,,,,,,
,,,,,,,,0000000625,Reduccion 243 M-H cobre 54x35,,Saltoki,1251598548,,"5,97 €",,,,,,,,,,,,,,,,Pedido 14_153,,,,,,,,,,
,,,,,,,,0000000626,"Cembre PKE-1508 puntera hueca 1,5mm L=8mm",,Saltoki,6600210010,,"0,01 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000627,"Cembre PKE-2508 puntera hueca 2,5mm L=8mm",,Saltoki,6600210016,,"0,01 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000628,Cembre PKE-612 puntera hueca 6mm L=12mm,,Saltoki,6600210028,,"0,01 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000629,Cembre PKE-1012 puntera hueca 10mm L=12mm,,Saltoki,6600210032,,"0,02 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000630,Cembre A1-M6 Terminal 4-6mm M6,,Saltoki,6600230110,,"0,10 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000631,Cembre A2-M6 Terminal 10mm M6,,Saltoki,6600230120,,"0,11 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000632,Regleta conexión corte facil 4mm2 blanca tekox 104,,Saltoki,6600350204,,"0,67 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000633,Regleta conexión corte facil 10mm2 blanca tekox 104,,Saltoki,6600350210,,"0,91 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000634,Caja plexo IP-55 80x80x45 7 conos Legrand 092126,,Saltoki,6651005049,,"0,69 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000635,"ML Cable RV-K 5G2,5mm 0,6/1KV bobina",,Saltoki,6010505502,,"1,03 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000636,Cembre L10-M Manguito 50mm L=37,,Saltoki,6600220016,,"0,43 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000637,Cembre L19-M Manguito 95mm L=43,,Saltoki,6600220020,,"0,85 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000638,Cembre L24-M Manguito 120mm L=47,,Saltoki,6600220022,,"1,47 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000639,Cembre L30-M Manguito 150mm L=58,,Saltoki,6600220024,,"1,95 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000640,Cembre L48-M Manguito 240mm L=75,,Saltoki,6600220028,,"3,72 €",,,,,,,,,,,,,,,,Pedido 14_151,,,,,,,,,,
,,,,,,,,0000000641,Diferencial IDD 4/25/300MA clase AC MG A9R84425,,Saltoki,6755051244,,"44,23 €",,,,,,,,,,,,,,,,Pedido 14_150,,,,,,,,,,
,,,,,,,,0000000642,Magnetotermico IC60N -C- 4P 16A MG A9F79416,,Saltoki,6755020516,,"28,07 €",,,,,,,,,,,,,,,,Pedido 14_150,,,,,,,,,,
,,,,,,,,0000000643,Termostato ambiente a distancia LR-96 0 a +40º,,Saltoki,0550000053,,"19,99 €",,,,,,,,,,,,,,,,Pedido 14_148,,,,,,,,,,
,,,,,,,,0000000644,Contador QB870 Cirwatt B410-QT5A-90B00,,Cisa,CIR00QB870,,"229,15 €",,,,,,,,,,,,,,,,Pedido 14_145,,,,,,,,,,
,,,,,,,,0000000645,Contador QBL10-Cirwatt B 402-VT5A-90B10,,Cisa,CIR00QBL10,,"456,52 €",,,,,,,,,,,,,,,,Pedido 14_144,,,,,,,,,,
,,,,,,,,0000000646,Modem ZDUE-GSM-PLUS V 11BITS,,Cisa,CIR00Q30213EN00000,,"328,95 €",,,,,,,,,,,,,,,,Pedido 14_144,,,,,,,,,,
,,,,,,,,0000000647,Emergencia Daisalux Nova N8 435 Lumen,,Guerra Soria,34272,,"51,16 €",,,,,,,,,,,,,,,,Pedido 14_142,,,,,,,,,,
,,,,,,,,0000000648,Caja Estanca KES Nova IP67 Daisalux,,Guerra Soria,13094,,"17,49 €",,,,,,,,,,,,,,,,Pedido 14_142,,,,,,,,,,
,,,,,,,,0000000649,Magnetotermico IK60N -C- 2P 16A MG A9K17216,,Saltoki,6755052216,,"11,38 €",,,,,,,,,,,,,,,,Pedido 14_136,,,,,,,,,,
,,,,,,,,0000000650,Magnetotermico IC60N -C- 2P 32A MG A9F79432,,Saltoki,6755020532,,"58,18 €",,,,,,,,,,,,,,,,Pedido 14_136,,,,,,,,,,
,,,,,,,,0000000651,Magnetotermico IK60N -C- 2P 40A MG A9K24240,,Saltoki,6755052240,,"29,61 €",,,,,,,,,,,,,,,,Pedido 14_136,,,,,,,,,,
,,,,,,,,0000000652,Magnetotermico IC60N -C- 2P 50A MG A9F79250,,Saltoki,6755020150,,"67,95 €",,,,,,,,,,,,,,,,Pedido 14_136,,,,,,,,,,
,,,,,,,,0000000653,Diferencial IDD Residencial 4/40/30 MG A9R60240,,Saltoki,6755052523,,"28,26 €",,,,,,,,,,,,,,,,Pedido 14_136,,,,,,,,,,
,,,,,,,,0000000654,Diferencial IDD  4/63/300mA Clase AC MG A9R84463,,Saltoki,6755051644,,"147,96 €",,,,,,,,,,,,,,,,Pedido 14_136,,,,,,,,,,
,,,,,,,,0000000655,Valvula compuerta DN150 PN16,,Sumicar,3604064,,"147,02 €",,,,,,,,,,,,,,,,Pedido 14_126,,,,,,,,,,
,,,,,,,,0000000656,Valvula compuerta DN125 PN16,,Sumicar,3604062,,"111,25 €",,,,,,,,,,,,,,,,Pedido 14_126,,,,,,,,,,
,,,,,,,,0000000657,Valvula compuerta cierre elastico PN10 F4 DN200,,Valvunor,5110200010,,"179,99 €",,,,,,,,,,,,,,,,Pedido 14_125,,,,,,,,,,
,,,,,,,,0000000658,Valvula Mariposa Wafer c/palanca DN200,,Valvunor,4120200116,,"116,27 €",,,,,,,,,,,,,,,,Pedido 14_125,,,,,,,,,,
,,,,,,,,0000000659,Carrete de desmontaje mixto DN125 PN10/16,,Valvunor,2700125016,,"107,65 €",,,,,,,,,,,,,,,,Pedido 14_125,,,,,,,,,,
,,,,,,,,0000000660,Carrete de desmontaje inox DN200 PN10,,Valvunor,2700200010,,"158,31 €",,,,,,,,,,,,,,,,Pedido 14_125,,,,,,,,,,
,,,,,,,,0000000661,Emisor de impulsos Reed Contador Woltmann WST,,Saltoki,2122500013,,"31,26 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000662,Manguito portabridas inyectado DN160 PN16,,Saltoki,1504016270,,"10,32 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000663,Codo 90º electrosoldable DN160,,Saltoki,1503016090,,"44,35 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000664,Codo 45º electrosoldable DN160,,Saltoki,1503016045,,"44,35 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000665,Manguito electrosoldable DN160,,Saltoki,1503016270,,"10,03 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000666,Valvula mariposa Wafer 150 PN16 c/palanca,,Saltoki,2063000015,,"45,92 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000667,Valvula mariposa Wafer 100 PN16 c/palanca,,Saltoki,2063000010,,"27,86 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000668,Valvula retencion ruber-check 125 5 cuerpo hierro fundido,,Saltoki,2062500012,,"33,59 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000669,Valvula retencion ruber-check 200 8 cuerpo hierro fundido,,Saltoki,2062500020,,"81,96 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000670,Valvula Tuller Palanca HH11/4 PN30,,Saltoki,2050000005,,"9,56 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000671,Manguito reduccion 40x32 Jimten,,Saltoki,1501197043,,"2,95 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000672,Tubo evacuacion PVC 300x110 serie B,,Saltoki,1900010311,,"7,30 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000673,Tubo evacuacion PVC 300x250 serie B,,Saltoki,1900010325,,"25,54 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000674,Tubo evacuacion PVC 300x160 serie B,,Saltoki,1900010316,,"10,91 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000675,Valvula mariposa Wafer 80 PN16 c/palanca,,Saltoki,2063000008,,"22,05 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000676,Tubo evacuacion PVC 300x90 serie B,,Saltoki,1900010309,,"5,60 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000677,Derivacion simple PVC M-H 87x110,,Saltoki,1900211188,,"2,45 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000678,ML polietileno alta densidad PE100 10/160 6 barra,,Saltoki,1500020665,,"9,10 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000679,ML polietileno baja densidad PE40 10/40 11/4,,Saltoki,1500000605,,"1,54 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000680,ML polietileno alta densidad PE100 10/32 barra,,Saltoki,1500020654,,"0,48 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000681,Terminal inyectado macho 32x1,,Saltoki,1504094534,,"9,38 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000682,Terminal inyectado macho 40x11/4,,Saltoki,1504094545,,"11,90 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000683,Valvula retencion ruber-check 150 6 cuerpo hierro fundido,,Saltoki,2062500015,,"49,02 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000684,Reduccion PVC serie lisa 250-225x200,,Saltoki,1801097229,,"20,45 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000685,Casquillo reduccion PVC serie lisa 200x160,,Saltoki,1801097708,,"9,63 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000686,Codo PVC M-H 45x110,,Saltoki,1900211046,,"1,43 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000687,Codo PVC M-H 67x110,,Saltoki,1900211068,,"1,21 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000688,Codo PVC M-H 87x110,,Saltoki,1900211092,,"1,11 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000689,Codo PVC M-H 45x250,,Saltoki,1900225046,,"9,83 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000690,Codo PVC M-H 45x160,,Saltoki,1900216046,,"1,85 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000691,Codo PVC M-H 87x160,,Saltoki,1900216092,,"1,91 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000692,Codo PVC M-H 87x90,,Saltoki,1900209092,,"0,58 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000693,Junta expansion con  brida EPDM DN125 5,,Saltoki,0333000125,,"33,27 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000694,Collarin toma en carga electrosoldable DN160x32,,Saltoki,1503098963,,"45,73 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000695,Enlace rosca M polietileno 32x1,,Saltoki,1501194534,,"1,36 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000696,Derivacion simple PVC M-H 45x250,,Saltoki,1900225136,,"56,44 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000697,Taco caucho carga max 200 PS50,,Saltoki,4250005052,,"1,40 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000698,Abrazadera reforzada 2 M8/10 40  11/4,,Saltoki,5100010040,,"0,40 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000699,Tornillo tirafondo M8x40,,Saltoki,5108000014,,"0,03 €",,,,,,,,,,,,,,,,Pedido 14_119,,,,,,,,,,
,,,,,,,,0000000700,Borna conexión tornillo 95mm rk 95 beige,,Saltoki,6800040095,,"13,49 €",,,,,,,,,,,,,,,,Pedido 14_172,,,,,,,,,,
,,,,,,,,0000000701,Borna conexión tornillo 35mm rk 35 beige,,Saltoki,6800040035,,"2,14 €",,,,,,,,,,,,,,,,Pedido 14_172,,,,,,,,,,
,,,,,,,,0000000702,Bomba Grundfos SP 30-15 13KW 3x400V,,Saltoki,0590015593,,"4.450,00 €",,,,,,,,,,,,,,,,Pedido 14_168,,,,,,,,,,
